Person_ID,Occupation,Area_Selected,Monthly_Rent,Distance_To_Work,Public_Transport,Safety_Rating,Nearby_Hospitals,Nearby_Schools,Shopping_Access,Noise_Level,Internet_Availability,Main_Reason,Household_Type,Age,Annual_Income
P0552,Business,Hill View,14000.0,12.8,Poor,4.0,No,Yes,,Low,Good,Affordable Rent,Single,19.0,636000.0
P0459,Self-Employed,Hill View,12500.0,11.2,Poor,4.0,No,Yes,Average,Low,Good,Internet Availability,Single,40.0,276000.0
P0001,Business,Tech Park,25000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,,Shopping Access,Single,21.0,420000.0
P0336,Self-Employed,South Garden,14000.0,12.4,GOOD,3.0,No,,Average,Low,Average,Safety,Single,41.0,864000.0
P0405,Healthcare,Green Valley,17500.0,7.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,51.0,168000.0
P0485,IT Professional,Riverside,22500.0,7.1,Average,4.0,Yes,Yes,Good,Low,Good,Hospitals,Single,19.0,1008000.0
P0304,IT Professional,City Center,25000.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,31.0,1080000.0
P0440,Business,Hill View,15000.0,13.9,Poor,4.0,No,Yes,Average,Low,Good,Public Transport,Family,28.0,684000.0
P0175,IT Professional,Riverside,18000.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Single,27.0,1020000.0
P0561,Teacher,City Center,24500.0,4.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,37.0,1908000.0
P0177,Healthcare,City Center,31500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Family,33.0,276000.0
P0505,Student,North Avenue,16500.0,8.5,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Couple,18.0,1572000.0
P0545,Government,Hill View,13000.0,13.8,Poor,4.0,No,Yes,Average,Low,Good,Quiet Environment,Family,33.0,1812000.0
P0302,Business,Tech Park,21500.0,5.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,23.0,1560000.0
P0223,Business,City Center,21000.0,3.1,Excellent,3.0,Yes,Yes,Excellent,High,GOOD,Safety,Family,33.0,1980000.0
P0241,Student,Green Valley,19000.0,5.6,Good,5.0,Yes,Yes,Good,Low,Excellent,,Single,21.0,420000.0
P0156,Student,Tech Park,23500.0,3.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Family,39.0,216000.0
P0346,Self-Employed,Hill View,18000.0,11.7,Poor,4.0,No,Yes,Average,Low,Good,Hospitals,Couple,47.0,312000.0
P0507,IT Professional,Tech Park,26500.0,4.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,48.0,480000.0
P0288,IT Professional,North Avenue,16000.0,6.3,Good,4.0,Yes,Yes,Good,Medium,Good,,Family,18.0,180000.0
P0523,Student,Tech Park,27500.0,2.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Internet Availability,Family,45.0,1128000.0
P0186,Finance,Hill View,14000.0,14.9,Poor,4.0,No,Yes,Average,Low,Good,Schools,Couple,29.0,168000.0
P0238,Teacher,South Garden,14000.0,12.8,Average,3.0,No,Yes,Average,Low,Average,Shopping Access,Couple,22.0,228000.0
P0147,Government,Tech Park,27000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Single,21.0,1488000.0
P0404,Healthcare,Green Valley,22500.0,7.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,41.0,588000.0
P0341,IT Professional,Green Valley,18000.0,8.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,39.0,936000.0
P0460,Teacher,Green Valley,17000.0,4.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,60.0,516000.0
P0343,Self-Employed,City Center,31500.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Couple,27.0,480000.0
P0526,IT Professional,City Center,31500.0,12.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,34.0,
P0105,IT Professional,Lake View,19500.0,4.2,Good,5.0,Yes,Yes,,Low,excellent,Internet Availability,Family,46.0,2100000.0
P0411,Healthcare,North Avenue,15000.0,5.6,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Couple,27.0,744000.0
P0010,Healthcare,South Garden,17000.0,13.2,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Family,33.0,228000.0
P0531,IT Professional,Tech Park,25500.0,4.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Family,55.0,2004000.0
P0109,Healthcare,Riverside,17500.0,10.6,Average,4.0,Yes,Yes,Good,Low,Good,Public Transport,Single,,1224000.0
P0167,Business,City Center,27500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,MEDIUM,Excellent,Safety,Couple,65.0,480000.0
P0148,Business,Tech Park,28000.0,1.6,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Single,33.0,972000.0
P0556,Teacher,Lake View,20500.0,10.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,29.0,1044000.0
P0014,Self-Employed,,25000.0,9.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Schools,Family,30.0,1176000.0
P0453,IT Professional,Tech Park,24000.0,1.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,53.0,612000.0
P0121,Finance,Lake View,22500.0,12.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,30.0,792000.0
P0483,Student,Hill View,16000.0,12.5,Poor,4.0,,Yes,Average,Low,Good,Public Transport,Couple,25.0,228000.0
P0224,Teacher,Riverside,20000.0,7.4,Average,4.0,Yes,Yes,Good,Low,Good,Schools,Family,25.0,1200000.0
P0565,,Riverside,21500.0,13.4,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,38.0,168000.0
P0287,IT Professional,Riverside,20500.0,13.5,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Single,21.0,708000.0
P0239,Teacher,North Avenue,19500.0,10.6,Good,4.0,Yes,Yes,Good,Medium,Good,Short Commute,Family,35.0,180000.0
P0244,Self-Employed,Hill View,16500.0,15.4,Poor,4.0,No,Yes,Average,Low,Good,Internet Availability,Single,28.0,1992000.0
P0037,Self-Employed,North Avenue,17500.0,9.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,33.0,720000.0
P0229,Government,City Center,32500.0,6.2,GOOD,3.0,Yes,Yes,GOOD,High,Excellent,Affordable Rent,Single,37.0,396000.0
P0069,Self-Employed,City Center,31500.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Family,41.0,588000.0
P0233,Healthcare,City Center,28500.0,3.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Couple,30.0,756000.0
P0268,IT Professional,Green Valley,16500.0,3.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,SINGLE,38.0,576000.0
P0353,Healthcare,Tech Park,23000.0,0.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,43.0,816000.0
P0509,government,City Center ,29500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Couple,39.0,144000.0
P0445,,City Center,28500.0,7.6,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Internet Availability,Couple,30.0,732000.0
P0282,Student,South Garden,14000.0,12.3,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Single,24.0,1128000.0
P0119,Business,North Avenue,18500.0,11.1,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Couple,28.0,792000.0
P0130,Government,Tech Park,28000.0,3.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Couple,60.0,360000.0
P0314,Student,Hill View,16000.0,17.7,Poor,4.0,No,Yes, Good ,Low,Good,Hospitals,Couple,20.0,
P0083,IT Professional,Riverside,19500.0,11.1,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,52.0,1092000.0
P0180,Teacher,Lake View,21500.0,8.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,52.0,336000.0
P0213,Finance,North Avenue,17500.0,9.6,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,43.0,2064000.0
P0438,IT Professional,City Center,24500.0,2.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Couple,42.0,1764000.0
P0398,,City Center,26500.0,7.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Internet Availability,Single,44.0,600000.0
P0068,IT Professional,Lake View,22500.0,12.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Family,59.0,672000.0
P0448,IT Professional,North Avenue,17500.0,5.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Couple,28.0,252000.0
P0060,Business,Riverside,22500.0,12.9,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Family,47.0,624000.0
P0463,Healthcare,City Center,28500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport, Family ,65.0,240000.0
P0046,IT Professional,City Center,33000.0,2.4,Excellent,3.0,Yes,Yes,,High,Excellent,Internet Availability,Couple,31.0,960000.0
P0520,IT Professional,Green Valley,16500.0,5.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Quiet Environment,Family,27.0,228000.0
P0298,IT Professional,North Avenue,22000.0,12.0,Good,4.0,Yes,Yes,Good,Medium,Good,Internet Availability,Couple,32.0,216000.0
P0408,,South Garden,15500.0,13.3,Average,3.0,,Yes,Average,Low,Average,Safety,Couple,35.0,1200000.0
P0242,Finance,North Avenue,13500.0,5.9,Good,4.0,Yes,Yes,Good,Medium,Good,Quiet Environment,Couple,60.0,1368000.0
P0600,Teacher,North Avenue,19500.0,10.9,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,68.0,900000.0
P0423,Student,Riverside,20000.0,12.1,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Couple,43.0,336000.0
P0193,Self-Employed,Green Valley,,10.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,41.0,1200000.0
P0225,IT Professional,Riverside,18500.0,7.6,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Single,35.0,1836000.0
P0477,Finance,City Center,29000.0,1.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,27.0,1812000.0
P0154,Student,City Center,28500.0,6.9,GOOD,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Single,36.0,1200000.0
P0538,Finance,North Avenue,15000.0,8.4,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Couple,29.0,384000.0
P0363,Government,City Center,27000.0,4.6,Excellent,3.0,Yes,no,Excellent,High,Excellent,Schools,Couple,40.0,1500000.0
P0188,Finance,City Center,29500.0,5.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Family,53.0,1272000.0
P0455,IT Professional,Green Valley,20000.0,12.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,39.0,696000.0
P0435,Teacher,South Garden,14000.0,14.9,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Single,27.0,1188000.0
P0094,Student,Tech Park,22500.0,4.4,Excellent,4.0, Yes ,No,Excellent,Medium,Excellent,Affordable Rent,Single,23.0,600000.0
P0369,Teacher,North Avenue,18500.0,5.9,Good,4.0,Yes,Yes,Good,Medium,,Safety,Family,26.0,660000.0
P0124,Teacher,Green Valley,20000.0,4.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Couple,25.0,792000.0
P0326,Business,City Center,25000.0,4.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,33.0,996000.0
P0168,Teacher,Hill View,15500.0,19.8,Poor,4.0,No,Yes,Average,Low,Good,Hospitals,,19.0,432000.0
P0060,Business,Riverside,22500.0,12.9,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Family,54.0,624000.0
P0475,Teacher,Green Valley,20000.0,5.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,39.0,192000.0
P0049,Healthcare,Tech Park,28000.0,7.3,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,22.0,168000.0
P0393,Finance,Green Valley,17000.0,13.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,18.0,612000.0
P0449,Finance,Lake View,22500.0,12.2,Good,5.0,Yes,Yes,Good, Low ,Excellent,Affordable Rent,Couple,41.0,972000.0
P0232,Student,City Center,29000.0,6.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Couple,51.0,864000.0
P0417,Business,City Center,29500.0,4.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Single,43.0,2160000.0
P0472,IT Professional,City Center,29000.0,2.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,22.0,600000.0
P0394,Self-Employed,City Center,26000.0,9.3,Excellent,9.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,47.0,564000.0
P0203,Student,Green Valley,15000.0,6.4,Good,5.0,Yes,yes,Good,Low,Excellent,Short Commute,Family,53.0,240000.0
P0220,Teacher,South Garden,12500.0,14.5,Average,3.0,No,Yes,Average,MEDIUM,Average,Schools,Single,26.0,156000.0
P0052,Teacher,South Garden,14000.0,10.6,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Single,36.0,768000.0
P0118,Finance,Lake View,22500.0,11.1,excellent,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,27.0,504000.0
P0447,IT Professional,Green Valley,18000.0,5.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Single,23.0,1152000.0
P0317,IT Professional,Green Valley,18500.0,12.1, Good ,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,41.0,612000.0
P0071,Student,Riverside,21000.0,13.9,Average,4.0,Yes,Yes,Good,Low,Good,Safety, Family ,102.0,732000.0
P0320,IT Professional,Green Valley,20000.0,11.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,53.0,1164000.0
P0379,Teacher,Green Valley,19000.0,8.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Family,59.0,1068000.0
P0021,,City Center,28000.0,4.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Single,20.0,240000.0
P0470,Finance,Green Valley,18500.0,5.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Single,25.0,264000.0
P0210,IT Professional,City Center,25500.0,4.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Single,34.0,612000.0
P0267,IT Professional,South Garden,12000.0,9.5,Average,3.0,No,Yes,Average,Low,Average,Internet Availability,Couple,28.0,372000.0
P0098,Self-Employed,Riverside,18000.0,10.4,Average,4.0,Yes,,Good,Low,Good,Safety,Couple,57.0,840000.0
P0090,,Lake View,,7.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,20.0,1932000.0
P0172,Student,South Garden,14500.0,17.3,,3.0,No,Yes,Average,Low,Average,Short Commute,Couple,29.0,912000.0
P0471,Government,Riverside,24000.0,8.1,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,102.0,192000.0
P0474,Healthcare,City Center,26500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,low,Excellent,Affordable Rent,Couple,20.0,624000.0
P0273,Business,Riverside,19500.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,40.0,168000.0
P0329,Self-Employed,City Center,27000.0,5.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,19.0,1296000.0
P0033,Self-Employed,Green Valley,16500.0,6.7,Good,5.0,Yes,Yes,Good,,Excellent,Shopping Access,Family,41.0,396000.0
P0503,Government,City Center,27500.0,7.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,SINGLE,38.0,180000.0
P0183,Healthcare,City Center,29500.0,4.4,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Single,25.0,900000.0
P0099,Teacher,North Avenue,19000.0,11.1,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Single,44.0,1008000.0
P0509,Government,City Center,29500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Couple,42.0,252000.0
P0023,IT Professional,Tech Park,28500.0,7.2,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Family,21.0,840000.0
P0039,,South Garden,14000.0,14.5,Average,3.0,No,Yes,Average,Low,Average,Quiet Environment,Family,50.0,612000.0
P0096,Healthcare,Tech Park,21500.0,5.6,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Single,24.0,228000.0
P0354,Healthcare,Green Valley,18000.0,-2.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,24.0,696000.0
P0265,Business,South Garden,14000.0,9.1,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Family,53.0,924000.0
P0340,Business,North Avenue,-5000.0,8.9,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Couple,37.0,2028000.0
P0420,Self-Employed,Green Valley,21500.0,8.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,66.0,960000.0
P0086,Government,Lake View,20500.0,8.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Family,22.0,240000.0
P0370,IT Professional,Green Valley,17000.0,9.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Couple,18.0,540000.0
P0270,IT Professional,Hill View,15500.0,13.2,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Single,,1992000.0
P0419,IT Professional,South Garden,14500.0,12.3,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Couple,19.0,252000.0
P0402,Student,North Avenue,15000.0,6.9,Good,4.0,Yes,Yes,Good,Medium,Good,Public Transport,Family,40.0,240000.0
P0230,Government,Lake View,18000.0,9.1,Good,5.0,Yes,Yes,,Low,Excellent,Safety,Family,33.0,180000.0
P0034,Student,Green Valley,19000.0,,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,27.0,1956000.0
P0433,Government,Green Valley,20000.0,7.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,57.0,612000.0
P0216,Self-Employed,Hill View,16500.0,15.9,Poor,4.0,No,Yes,GOOD,Low,Good,Hospitals,Single,18.0,2028000.0
P0595,Teacher,Green Valley,17000.0,7.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,26.0,732000.0
P0365,Student,City Center,26000.0,8.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Family,,1548000.0
P0360,Teacher,City Center,30500.0,4.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Couple,43.0,2016000.0
P0271,Healthcare,South Garden,12500.0,13.3,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Family,25.0,1800000.0
P0583,Healthcare,Green Valley,20000.0,9.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,40.0,1068000.0
P0070,IT Professional,Green Valley,19000.0,7.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Family,56.0,624000.0
P0515,Student,Lake View,14500.0,9.3,Good,,Yes,Yes,Good,Low,Excellent,Quiet Environment,Couple,20.0,684000.0
P0020,Business,Green Valley,18500.0,6.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,49.0,612000.0
P0501,Student,Riverside,20000.0,10.2,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Single,19.0,144000.0
P0189,Healthcare,Green Valley,18000.0,9.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Family,33.0,1056000.0
P0113,Student,City Center,28000.0,1.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,47.0,216000.0
P0308,IT Professional,Tech Park,29000.0,7.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,22.0,1104000.0
P0479,Government,Tech Park,24000.0,3.7,Excellent,4.0,Yes,No,Excellent,Medium,,Affordable Rent,Single,34.0,324000.0
P0253,IT Professional,Tech Park,25000.0,8.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Internet Availability,Single,19.0,768000.0
P0335,Self-Employed,Green Valley,19500.0,7.2,Good,5.0,Yes,Yes,Good,medium,Excellent,Affordable Rent,Family,27.0,852000.0
P0163,Government,Tech Park,30500.0,6.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Shopping Access,Single,26.0,252000.0
P0044,Student,Hill View,14000.0,21.0,Poor,4.0,No,Yes,Average,Low,Good,Schools,Single,20.0,168000.0
P0599,Finance,Hill View,18500.0,14.6,Poor,4.0,No,Yes,Average,Low,Good,Schools,Single,42.0,360000.0
P0067,Healthcare,Hill View,13500.0,18.0,Poor,4.0,No,Yes,Average,Low,Good,Affordable Rent,Family,18.0,180000.0
P0162,Healthcare,City Center,29000.0,6.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Couple,68.0,660000.0
P0579,Finance,Riverside,20000.0,12.8,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,26.0,1104000.0
P0392,Teacher,South Garden,-5000.0,11.4,Average,3.0,No,Yes,Average,Low,Average,Public Transport,Single,21.0,180000.0
P0527,Government,City Center,25500.0,6.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Couple,39.0,792000.0
P0140,IT Professional,Green Valley,20500.0,7.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,34.0,288000.0
P0076,IT Professional,Green Valley,19500.0,6.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Single,29.0,204000.0
P0080,Student,Green Valley,15500.0,8.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,23.0,744000.0
P0535,Teacher,Lake View,23500.0,7.9,Good,5.0,Yes,Yes,GOOD,Low,Excellent,Safety,Family,46.0,1620000.0
P0059,Teacher,,27000.0,5.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Family,30.0,264000.0
P0366,,North Avenue,21500.0,7.8,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,SINGLE,32.0,1140000.0
P0289,Business,Green Valley,20500.0,9.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Single,,1452000.0
P0317,IT Professional,Green Valley,18500.0,12.1, Good ,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,42.0,768000.0
P0074,IT Professional,City Center,27000.0,5.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,,Single,36.0,156000.0
P0260,IT Professional,Green Valley,16500.0,8.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,33.0,1224000.0
P0312,IT Professional,Green Valley,19500.0,9.7, Good ,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,53.0,1728000.0
P0217,Self-Employed,Hill View,15000.0,13.9,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Single,28.0,624000.0
P0292,Self-Employed,Green Valley,16500.0,8.6,Good,5.0,,Yes,Good,Low,Excellent,Safety,Single,40.0,1392000.0
P0227,Self-Employed,Hill View,15000.0,19.0,Poor,4.0,No,Yes,Average,Low,Good,Short Commute,Family,42.0,252000.0
P0468,Teacher,North Avenue,16000.0,9.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,44.0,1092000.0
P0050,Finance,Riverside,18500.0,9.0,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Couple,40.0,888000.0
P0153,Business,Green Valley,18000.0,8.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,18.0,984000.0
P0482,IT Professional,Hill View,15000.0,15.0,Poor,4.0,No,Yes,Average,Low,Good,Internet Availability,Single,18.0,780000.0
P0293,Student,Lake View,,8.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,46.0,1164000.0
P0516,IT Professional,Green Valley,15000.0,9.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Couple,32.0,648000.0
P0246,Student,Riverside,20000.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Schools,Single,29.0,264000.0
P0297,Self-Employed,Riverside,20000.0,13.4,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,39.0,1200000.0
P0250,Healthcare,Lake View,21500.0,13.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,24.0,1020000.0
P0352,Business,Tech Park,27500.0,3.3,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Single,38.0,1464000.0
P0362,Finance,City Center,27500.0,3.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Family,37.0,780000.0
P0414,IT Professional,City Center,32000.0,6.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Internet Availability,Couple,40.0,504000.0
P0464,IT Professional,Tech Park,21000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Single,21.0,336000.0
P0048,Self-Employed,City Center,28500.0,5.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Family,43.0,1404000.0
P0117,IT Professional,Lake View,25000.0,12.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Couple,53.0,900000.0
P0202,Self-Employed,North Avenue,18000.0,12.5,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Single,20.0,1776000.0
P0018,,North Avenue,19000.0,11.1,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,40.0,924000.0
P0325,Teacher,South Garden,14000.0,16.1,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Family,32.0,564000.0
P0026,Healthcare,Green Valley,17000.0,5.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,31.0,780000.0
P0295,Business,City Center,28500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Couple,50.0,540000.0
P0418,IT Professional,Tech Park,31000.0,6.6,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Couple,27.0,1056000.0
P0136,IT Professional,South Garden,13500.0,16.0,Average,,No,Yes,Average,Low,Average,Short Commute,Single,28.0,2064000.0
P0511,Finance,Riverside,18000.0,13.6,Average,4.0,Yes,Yes,Good,Low,Good,Schools,Family,52.0,1716000.0
P0481,IT Professional,Hill View,17500.0,13.3,Poor,4.0,No,Yes,Average,Low,Good,,Couple,48.0,1092000.0
P0028,Healthcare,Green Valley,12000.0,9.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,68.0,732000.0
P0439,Self-Employed,Tech Park,28500.0,1.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Single,30.0,156000.0
P0029,Self-Employed,Green Valley,19500.0,5.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Family,67.0,876000.0
P0436,Business,Hill View,18000.0,16.1,Poor,4.0,No,Yes,Average,Low,Good,Shopping Access,Single,30.0,
P0413,Student,Green Valley,19500.0,7.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,21.0,852000.0
P0542,Healthcare,South Garden,13500.0,12.6,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Couple,54.0,816000.0
P0334,IT Professional,City Center,27500.0,9.6,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,41.0,1224000.0
