Person_ID,Occupation,Area_Selected,Monthly_Rent,Distance_To_Work,Public_Transport,Safety_Rating,Nearby_Hospitals,Nearby_Schools,Shopping_Access,Noise_Level,Internet_Availability,Main_Reason,Household_Type,Age,Annual_Income,Monthly_Income,Rent_Income_Ratio
P0138,Government,City Center,35000.0,7.4,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Shopping Access,Single,46.0,1416000.0,118000.0,0.2966101694915254
P0555,Teacher,Green Valley,18000.0,7.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,18.0,804000.0,67000.0,0.26865671641791045
P0570,Teacher,City Center,26500.0,4.6,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Family,23.0,984000.0,82000.0,0.3231707317073171
P0047,It Professional,Lake View,19500.0,9.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,63.0,1740000.0,145000.0,0.13448275862068965
P0506,It Professional,City Center,32500.0,2.4,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Single,54.0,228000.0,19000.0,1.7105263157894737
P0351,Healthcare,South Garden,11500.0,13.7,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Couple,30.0,444000.0,37000.0,0.3108108108108108
P0566,Healthcare,Green Valley,18000.0,3.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,20.0,2124000.0,177000.0,0.1016949152542373
P0054,Student,Green Valley,17500.0,14.8,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,42.0,264000.0,22000.0,0.7954545454545454
P0141,It Professional,Hill View,14500.0,10.5,Poor,4.0,No,Yes,Average,Low,Good,Safety,Couple,34.0,816000.0,68000.0,0.21323529411764705
P0342,It Professional,City Center,30500.0,6.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Couple,44.0,1272000.0,106000.0,0.28773584905660377
P0181,Self-Employed,North Avenue,14500.0,7.0,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Family,25.0,1164000.0,97000.0,0.14948453608247422
P0005,Teacher,South Garden,19500.0,13.2,Average,3.0,No,Yes,Average,Low,Average,Quiet Environment,Couple,31.0,2052000.0,171000.0,0.11403508771929824
P0483,Student,Hill View,16000.0,12.5,Poor,4.0,Yes,Yes,Average,Low,Good,Public Transport,Couple,30.0,204000.0,17000.0,0.9411764705882353
P0327,It Professional,City Center,32500.0,2.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Couple,54.0,288000.0,24000.0,1.3541666666666667
P0066,Finance,Green Valley,21000.0,11.8,Average,4.0,Yes,Yes,Good,Low,Good,Hospitals,Family,48.0,396000.0,33000.0,0.6363636363636364
P0554,Teacher,North Avenue,17000.0,15.3,Good,4.0,Yes,Yes,Good,Medium,Good,Public Transport,Single,54.0,768000.0,64000.0,0.265625
P0587,Student,Tech Park,29000.0,6.1,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Quiet Environment,Family,21.0,1152000.0,96000.0,0.3020833333333333
P0170,Government,Hill View,16000.0,13.1,Poor,4.0,No,Yes,Average,Low,Good,Hospitals,Family,41.0,624000.0,52000.0,0.3076923076923077
P0390,It Professional,North Avenue,18000.0,8.6,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Family,65.0,768000.0,64000.0,0.28125
P0348,Teacher,Riverside,20000.0,10.2,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Single,36.0,768000.0,64000.0,0.3125
P0450,Student,Tech Park,28500.0,5.0,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,50.0,1728000.0,144000.0,0.19791666666666666
P0368,It Professional,Hill View,16500.0,16.4,Poor,4.0,No,Yes,Average,Low,Good,Quiet Environment,Couple,33.0,240000.0,20000.0,0.825
P0350,Government,Tech Park,25000.0,3.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Couple,39.0,600000.0,50000.0,0.5
P0279,It Professional,Green Valley,17000.0,9.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Family,31.0,768000.0,64000.0,0.265625
P0371,Government,Lake View,22500.0,10.8,Good,5.0,Yes,Yes,Good,Low,Good,Safety,Couple,49.0,240000.0,20000.0,1.125
P0424,Teacher,Riverside,23500.0,12.1,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Family,30.0,1092000.0,91000.0,0.25824175824175827
P0421,Teacher,Lake View,27000.0,9.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,55.0,1344000.0,112000.0,0.24107142857142858
P0027,Healthcare,Green Valley,14000.0,9.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Couple,41.0,192000.0,16000.0,0.875
P0179,Healthcare,City Center,24000.0,0.5,Good,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Single,35.0,1644000.0,137000.0,0.17518248175182483
P0564,Finance,Tech Park,26000.0,3.55,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Shopping Access,Family,20.0,912000.0,76000.0,0.34210526315789475
P0578,It Professional,North Avenue,16000.0,11.0,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Family,23.0,1320000.0,110000.0,0.14545454545454545
P0425,Healthcare,Tech Park,25500.0,3.2,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Quiet Environment,Couple,20.0,816000.0,68000.0,0.375
P0164,It Professional,Lake View,20500.0,6.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,39.0,912000.0,76000.0,0.26973684210526316
P0591,Healthcare,Riverside,20500.0,14.5,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Single,20.0,2004000.0,167000.0,0.12275449101796407
P0557,Self-Employed,Green Valley,19500.0,9.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Couple,24.0,1068000.0,89000.0,0.21910112359550563
P0218,Healthcare,North Avenue,18000.0,9.2,Good,4.0,Yes,Yes,Good,Medium,Good,Quiet Environment,Family,21.0,252000.0,21000.0,0.8571428571428571
P0422,Healthcare,Tech Park,24000.0,5.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Hospitals,Single,30.0,936000.0,78000.0,0.3076923076923077
P0575,It Professional,Riverside,21000.0,11.9,Average,4.0,Yes,Yes,Good,Low,Good,Shopping Access,Couple,22.0,1788000.0,149000.0,0.14093959731543623
P0376,Teacher,City Center,32500.0,2.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Couple,55.0,2076000.0,173000.0,0.18786127167630057
P0490,Government,Tech Park,27500.0,2.0,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Single,43.0,768000.0,64000.0,0.4296875
P0480,Student,Lake View,22500.0,10.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,40.0,252000.0,21000.0,1.0714285714285714
P0150,Business,City Center,29500.0,5.1,Excellent,3.0,Yes,Yes,Good,High,Excellent,Safety,Family,38.0,480000.0,40000.0,0.7375
P0495,Teacher,Hill View,14500.0,17.0,Poor,4.0,No,Yes,Excellent,Low,Good,Affordable Rent,Family,53.0,240000.0,20000.0,0.725
P0309,It Professional,North Avenue,16500.0,10.4,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Couple,35.0,144000.0,12000.0,1.375
P0253,It Professional,Tech Park,25000.0,8.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Internet Availability,Single,23.0,648000.0,54000.0,0.46296296296296297
P0311,It Professional,Hill View,17500.0,14.4,Poor,4.0,No,Yes,Average,Low,Good,Shopping Access,Single,36.0,204000.0,17000.0,1.0294117647058822
P0035,It Professional,Riverside,21000.0,12.2,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Couple,47.0,948000.0,79000.0,0.26582278481012656
P0441,It Professional,North Avenue,19500.0,8.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Family,64.0,900000.0,75000.0,0.26
P0111,Student,Green Valley,15500.0,5.5,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Single,18.0,336000.0,28000.0,0.5535714285714286
P0228,It Professional,Green Valley,19000.0,6.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,36.0,216000.0,18000.0,1.0555555555555556
P0443,Teacher,Riverside,23000.0,14.4,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Couple,18.0,924000.0,77000.0,0.2987012987012987
P0541,Finance,City Center,23000.0,1.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Couple,37.0,660000.0,55000.0,0.41818181818181815
P0451,Finance,Green Valley,18000.0,10.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Family,33.0,504000.0,42000.0,0.42857142857142855
P0553,Self-Employed,Lake View,20500.0,10.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,40.0,696000.0,58000.0,0.35344827586206895
P0151,It Professional,Green Valley,15000.0,8.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,34.0,1224000.0,102000.0,0.14705882352941177
P0143,Healthcare,Riverside,15500.0,9.7,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Family,23.0,912000.0,76000.0,0.20394736842105263
P0396,Teacher,Riverside,21000.0,7.8,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Family,29.0,1308000.0,109000.0,0.1926605504587156
P0296,Healthcare,North Avenue,16500.0,10.8,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Family,45.0,588000.0,49000.0,0.336734693877551
P0377,Government,Tech Park,27500.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Short Commute,Couple,31.0,828000.0,69000.0,0.39855072463768115
P0272,Teacher,City Center,26500.0,4.5,Excellent,3.0,No,Yes,Excellent,High,Excellent,Shopping Access,Family,44.0,240000.0,20000.0,1.325
P0552,Business,Hill View,14000.0,12.8,Poor,4.0,No,Yes,Good,Low,Good,Affordable Rent,Single,19.0,636000.0,53000.0,0.2641509433962264
P0459,Self-Employed,Hill View,12500.0,11.2,Poor,4.0,No,Yes,Average,Low,Good,Internet Availability,Single,40.0,276000.0,23000.0,0.5434782608695652
P0001,Business,Tech Park,25000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Shopping Access,Single,21.0,420000.0,35000.0,0.7142857142857143
P0336,Self-Employed,South Garden,14000.0,12.4,Good,3.0,No,Yes,Average,Low,Average,Safety,Single,41.0,864000.0,72000.0,0.19444444444444445
P0405,Healthcare,Green Valley,17500.0,7.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Couple,51.0,168000.0,14000.0,1.25
P0485,It Professional,Riverside,22500.0,7.1,Average,4.0,Yes,Yes,Good,Low,Good,Hospitals,Single,19.0,1008000.0,84000.0,0.26785714285714285
P0304,It Professional,City Center,25000.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,31.0,1080000.0,90000.0,0.2777777777777778
P0440,Business,Hill View,15000.0,13.9,Poor,4.0,No,Yes,Average,Low,Good,Public Transport,Family,28.0,684000.0,57000.0,0.2631578947368421
P0175,It Professional,Riverside,18000.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Single,27.0,1020000.0,85000.0,0.21176470588235294
P0561,Teacher,City Center,24500.0,4.1,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,37.0,1908000.0,159000.0,0.1540880503144654
P0177,Healthcare,City Center,31500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Family,33.0,276000.0,23000.0,1.3695652173913044
P0505,Student,North Avenue,16500.0,8.5,Good,4.0,Yes,Yes,Good,Medium,Good,Hospitals,Couple,18.0,1572000.0,131000.0,0.12595419847328243
P0545,Government,Hill View,13000.0,13.8,Poor,4.0,No,Yes,Average,Low,Good,Quiet Environment,Family,33.0,1812000.0,151000.0,0.08609271523178808
P0302,Business,Tech Park,21500.0,5.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,23.0,1560000.0,130000.0,0.16538461538461538
P0223,Business,City Center,21000.0,3.1,Excellent,3.0,Yes,Yes,Excellent,High,Good,Safety,Family,33.0,1980000.0,165000.0,0.12727272727272726
P0241,Student,Green Valley,19000.0,5.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,21.0,420000.0,35000.0,0.5428571428571428
P0156,Student,Tech Park,23500.0,3.7,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Family,39.0,216000.0,18000.0,1.3055555555555556
P0346,Self-Employed,Hill View,18000.0,11.7,Poor,4.0,No,Yes,Average,Low,Good,Hospitals,Couple,47.0,312000.0,26000.0,0.6923076923076923
P0507,It Professional,Tech Park,26500.0,4.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Family,48.0,480000.0,40000.0,0.6625
P0288,It Professional,North Avenue,16000.0,6.3,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Family,18.0,180000.0,15000.0,1.0666666666666667
P0523,Student,Tech Park,27500.0,2.9,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Internet Availability,Family,45.0,1128000.0,94000.0,0.2925531914893617
P0186,Finance,Hill View,14000.0,14.9,Poor,4.0,No,Yes,Average,Low,Good,Schools,Couple,29.0,168000.0,14000.0,1.0
P0238,Teacher,South Garden,14000.0,12.8,Average,3.0,No,Yes,Average,Low,Average,Shopping Access,Couple,22.0,228000.0,19000.0,0.7368421052631579
P0147,Government,Tech Park,27000.0,0.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Single,21.0,1488000.0,124000.0,0.21774193548387097
P0404,Healthcare,Green Valley,22500.0,7.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,41.0,588000.0,49000.0,0.45918367346938777
P0341,It Professional,Green Valley,18000.0,8.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,39.0,936000.0,78000.0,0.23076923076923078
P0460,Teacher,Green Valley,17000.0,4.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Couple,60.0,516000.0,43000.0,0.3953488372093023
P0343,Self-Employed,City Center,31500.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Couple,27.0,480000.0,40000.0,0.7875
P0526,It Professional,City Center,31500.0,12.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,34.0,768000.0,64000.0,0.4921875
P0105,It Professional,Lake View,19500.0,4.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Family,46.0,2100000.0,175000.0,0.11142857142857143
P0411,Healthcare,North Avenue,15000.0,5.6,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Couple,27.0,744000.0,62000.0,0.24193548387096775
P0010,Healthcare,South Garden,17000.0,13.2,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Family,33.0,228000.0,19000.0,0.8947368421052632
P0531,It Professional,Tech Park,25500.0,4.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Family,55.0,2004000.0,167000.0,0.15269461077844312
P0109,Healthcare,Riverside,17500.0,10.6,Average,4.0,Yes,Yes,Good,Low,Good,Public Transport,Single,34.0,1224000.0,102000.0,0.1715686274509804
P0167,Business,City Center,27500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,Medium,Excellent,Safety,Couple,65.0,480000.0,40000.0,0.6875
P0148,Business,Tech Park,28000.0,1.6,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Safety,Single,33.0,972000.0,81000.0,0.345679012345679
P0556,Teacher,Lake View,20500.0,10.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,29.0,1044000.0,87000.0,0.23563218390804597
P0014,Self-Employed,Green Valley,25000.0,9.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Schools,Family,30.0,1176000.0,98000.0,0.25510204081632654
P0453,It Professional,Tech Park,24000.0,1.5,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,53.0,612000.0,51000.0,0.47058823529411764
P0121,Finance,Lake View,22500.0,12.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Single,30.0,792000.0,66000.0,0.3409090909090909
P0224,Teacher,Riverside,20000.0,7.4,Average,4.0,Yes,Yes,Good,Low,Good,Schools,Family,25.0,1200000.0,100000.0,0.2
P0565,It Professional,Riverside,21500.0,13.4,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,38.0,168000.0,14000.0,1.5357142857142858
P0287,It Professional,Riverside,20500.0,13.5,Average,4.0,Yes,Yes,Good,Low,Good,Affordable Rent,Single,21.0,708000.0,59000.0,0.3474576271186441
P0239,Teacher,North Avenue,19500.0,10.6,Good,4.0,Yes,Yes,Good,Medium,Good,Short Commute,Family,35.0,180000.0,15000.0,1.3
P0244,Self-Employed,Hill View,16500.0,15.4,Poor,4.0,No,Yes,Average,Low,Good,Internet Availability,Single,28.0,1992000.0,166000.0,0.09939759036144578
P0037,Self-Employed,North Avenue,17500.0,9.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,33.0,720000.0,60000.0,0.2916666666666667
P0229,Government,City Center,32500.0,6.2,Good,3.0,Yes,Yes,Good,High,Excellent,Affordable Rent,Single,37.0,396000.0,33000.0,0.9848484848484849
P0069,Self-Employed,City Center,31500.0,1.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Family,41.0,588000.0,49000.0,0.6428571428571429
P0233,Healthcare,City Center,28500.0,3.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Couple,30.0,756000.0,63000.0,0.4523809523809524
P0268,It Professional,Green Valley,16500.0,3.9,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,38.0,576000.0,48000.0,0.34375
P0353,Healthcare,Tech Park,23000.0,0.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,43.0,816000.0,68000.0,0.3382352941176471
P0509,Government,City Center,29500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Couple,39.0,144000.0,12000.0,2.4583333333333335
P0445,It Professional,City Center,28500.0,7.6,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Internet Availability,Couple,30.0,732000.0,61000.0,0.4672131147540984
P0282,Student,South Garden,14000.0,12.3,Average,3.0,No,Yes,Average,Low,Average,Affordable Rent,Single,24.0,1128000.0,94000.0,0.14893617021276595
P0119,Business,North Avenue,18500.0,11.1,Good,4.0,Yes,Yes,Good,Medium,Good,Schools,Couple,28.0,792000.0,66000.0,0.2803030303030303
P0130,Government,Tech Park,28000.0,3.8,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Couple,60.0,360000.0,30000.0,0.9333333333333333
P0314,Student,Hill View,16000.0,17.7,Poor,4.0,No,Yes,Good,Low,Good,Hospitals,Couple,20.0,768000.0,64000.0,0.25
P0083,It Professional,Riverside,19500.0,11.1,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,52.0,1092000.0,91000.0,0.21428571428571427
P0180,Teacher,Lake View,21500.0,8.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Single,52.0,336000.0,28000.0,0.7678571428571429
P0213,Finance,North Avenue,17500.0,9.6,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,43.0,2064000.0,172000.0,0.10174418604651163
P0438,It Professional,City Center,24500.0,2.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Couple,42.0,1764000.0,147000.0,0.16666666666666666
P0398,It Professional,City Center,26500.0,7.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Internet Availability,Single,44.0,600000.0,50000.0,0.53
P0068,It Professional,Lake View,22500.0,12.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Shopping Access,Family,59.0,672000.0,56000.0,0.4017857142857143
P0448,It Professional,North Avenue,17500.0,5.2,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Couple,28.0,252000.0,21000.0,0.8333333333333334
P0060,Business,Riverside,22500.0,12.9,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Family,47.0,624000.0,52000.0,0.4326923076923077
P0463,Healthcare,City Center,28500.0,3.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Public Transport,Family,65.0,240000.0,20000.0,1.425
P0046,It Professional,City Center,33000.0,2.4,Excellent,3.0,Yes,Yes,Good,High,Excellent,Internet Availability,Couple,31.0,960000.0,80000.0,0.4125
P0298,It Professional,North Avenue,22000.0,12.0,Good,4.0,Yes,Yes,Good,Medium,Good,Internet Availability,Couple,32.0,216000.0,18000.0,1.2222222222222223
P0408,It Professional,South Garden,15500.0,13.3,Average,3.0,Yes,Yes,Average,Low,Average,Safety,Couple,35.0,1200000.0,100000.0,0.155
P0242,Finance,North Avenue,13500.0,5.9,Good,4.0,Yes,Yes,Good,Medium,Good,Quiet Environment,Couple,60.0,1368000.0,114000.0,0.11842105263157894
P0600,Teacher,North Avenue,19500.0,10.9,Good,4.0,Yes,Yes,Good,Medium,Good,Safety,Single,68.0,900000.0,75000.0,0.26
P0423,Student,Riverside,20000.0,12.1,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Couple,43.0,336000.0,28000.0,0.7142857142857143
P0193,Self-Employed,Green Valley,18500.0,10.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,41.0,1200000.0,100000.0,0.185
P0225,It Professional,Riverside,18500.0,7.6,Average,4.0,Yes,Yes,Good,Low,Good,Quiet Environment,Single,35.0,1836000.0,153000.0,0.12091503267973856
P0477,Finance,City Center,29000.0,1.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Schools,Family,27.0,1812000.0,151000.0,0.19205298013245034
P0154,Student,City Center,28500.0,6.9,Good,3.0,Yes,Yes,Excellent,High,Excellent,Quiet Environment,Single,36.0,1200000.0,100000.0,0.285
P0538,Finance,North Avenue,15000.0,8.4,Good,4.0,Yes,Yes,Good,Medium,Good,Affordable Rent,Couple,29.0,384000.0,32000.0,0.46875
P0363,Government,City Center,27000.0,4.6,Excellent,3.0,Yes,No,Excellent,High,Excellent,Schools,Couple,40.0,1500000.0,125000.0,0.216
P0188,Finance,City Center,29500.0,5.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Family,53.0,1272000.0,106000.0,0.2783018867924528
P0455,It Professional,Green Valley,20000.0,12.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Single,39.0,696000.0,58000.0,0.3448275862068966
P0435,Teacher,South Garden,14000.0,14.9,Average,3.0,No,Yes,Average,Low,Average,Short Commute,Single,27.0,1188000.0,99000.0,0.1414141414141414
P0094,Student,Tech Park,22500.0,4.4,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Affordable Rent,Single,23.0,600000.0,50000.0,0.45
P0369,Teacher,North Avenue,18500.0,5.9,Good,4.0,Yes,Yes,Good,Medium,Excellent,Safety,Family,26.0,660000.0,55000.0,0.33636363636363636
P0124,Teacher,Green Valley,20000.0,4.3,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Couple,25.0,792000.0,66000.0,0.30303030303030304
P0326,Business,City Center,25000.0,4.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,33.0,996000.0,83000.0,0.30120481927710846
P0168,Teacher,Hill View,15500.0,19.8,Poor,4.0,No,Yes,Average,Low,Good,Hospitals,Couple,19.0,432000.0,36000.0,0.4305555555555556
P0475,Teacher,Green Valley,20000.0,5.6,Good,5.0,Yes,Yes,Good,Low,Excellent,Schools,Family,39.0,192000.0,16000.0,1.25
P0049,Healthcare,Tech Park,28000.0,7.3,Excellent,4.0,Yes,No,Excellent,Medium,Excellent,Public Transport,Couple,22.0,168000.0,14000.0,2.0
P0393,Finance,Green Valley,17000.0,13.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Affordable Rent,Couple,18.0,612000.0,51000.0,0.3333333333333333
P0232,Student,City Center,29000.0,6.8,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Couple,51.0,864000.0,72000.0,0.4027777777777778
P0417,Business,City Center,29500.0,4.0,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Hospitals,Single,43.0,2160000.0,180000.0,0.1638888888888889
P0472,It Professional,City Center,29000.0,2.9,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Safety,Family,22.0,600000.0,50000.0,0.58
P0394,Self-Employed,City Center,26000.0,9.3,Excellent,4.0,Yes,Yes,Excellent,High,Excellent,Safety,Single,47.0,564000.0,47000.0,0.5531914893617021
P0203,Student,Green Valley,15000.0,6.4,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Family,53.0,240000.0,20000.0,0.75
P0220,Teacher,South Garden,12500.0,14.5,Average,3.0,No,Yes,Average,Medium,Average,Schools,Single,26.0,156000.0,13000.0,0.9615384615384616
P0052,Teacher,South Garden,14000.0,10.6,Average,3.0,No,Yes,Average,Low,Average,Hospitals,Single,36.0,768000.0,64000.0,0.21875
P0118,Finance,Lake View,22500.0,11.1,Excellent,5.0,Yes,Yes,Good,Low,Excellent,Schools,Couple,27.0,504000.0,42000.0,0.5357142857142857
P0447,It Professional,Green Valley,18000.0,5.7,Good,5.0,Yes,Yes,Good,Low,Excellent,Public Transport,Single,23.0,1152000.0,96000.0,0.1875
P0317,It Professional,Green Valley,18500.0,12.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Short Commute,Single,41.0,612000.0,51000.0,0.3627450980392157
P0071,Student,Riverside,21000.0,13.9,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Family,34.0,732000.0,61000.0,0.3442622950819672
P0320,It Professional,Green Valley,20000.0,11.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Hospitals,Family,53.0,1164000.0,97000.0,0.20618556701030927
P0379,Teacher,Green Valley,19000.0,8.1,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Family,59.0,1068000.0,89000.0,0.21348314606741572
P0021,It Professional,City Center,28000.0,4.3,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Short Commute,Single,20.0,240000.0,20000.0,1.4
P0470,Finance,Green Valley,18500.0,5.2,Good,5.0,Yes,Yes,Good,Low,Excellent,Internet Availability,Single,25.0,264000.0,22000.0,0.8409090909090909
P0210,It Professional,City Center,25500.0,4.2,Excellent,3.0,Yes,Yes,Excellent,High,Excellent,Affordable Rent,Single,34.0,612000.0,51000.0,0.5
P0267,It Professional,South Garden,12000.0,9.5,Average,3.0,No,Yes,Average,Low,Average,Internet Availability,Couple,28.0,372000.0,31000.0,0.3870967741935484
P0098,Self-Employed,Riverside,18000.0,10.4,Average,4.0,Yes,Yes,Good,Low,Good,Safety,Couple,57.0,840000.0,70000.0,0.2571428571428571
P0090,It Professional,Lake View,22000.0,7.0,Good,5.0,Yes,Yes,Good,Low,Excellent,Safety,Family,20.0,1932000.0,161000.0,0.13664596273291926
P0172,Student,South Garden,14500.0,17.3,Good,3.0,No,Yes,Average,Low,Average,Short Commute,Couple,29.0,912000.0,76000.0,0.19078947368421054
P0471,Government,Riverside,24000.0,8.1,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,34.0,192000.0,16000.0,1.5
P0474,Healthcare,City Center,26500.0,0.5,Excellent,3.0,Yes,Yes,Excellent,Low,Excellent,Affordable Rent,Couple,20.0,624000.0,52000.0,0.5096153846153846
P0273,Business,Riverside,19500.0,11.5,Average,4.0,Yes,Yes,Good,Low,Good,Short Commute,Couple,40.0,168000.0,14000.0,1.3928571428571428
